,index,data_level,public_or_independent,district_number,district_name,school_number,school_name,sub_population,fsa_skill_code,grade,number_expected_writers,number_writers,score,year_start,year_end
3810,303051,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715017.0,Parkway Elementary,NON ABORIGINAL,Numeracy,4,34,32,507.375,2018,2019
3811,303052,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6715017.0,Parkway Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,42,42,482.5,2018,2019
3812,303063,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6777004.0,Giant's Head Elementary,ALL STUDENTS,Numeracy,4,79,78,502.1795,2018,2019
3813,303064,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6777004.0,Giant's Head Elementary,FEMALE,Numeracy,4,42,42,501.2143,2018,2019
3814,303065,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6777004.0,Giant's Head Elementary,MALE,Numeracy,4,37,36,503.3056,2018,2019
3815,303066,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6777004.0,Giant's Head Elementary,ABORIGINAL,Numeracy,4,14,13,502.7692,2018,2019
3816,303067,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6777004.0,Giant's Head Elementary,NON ABORIGINAL,Numeracy,4,65,65,502.0615,2018,2019
3817,303068,SCHOOL LEVEL,BC Public School,67.0,Okanagan Skaha,6777004.0,Giant's Head Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,76,75,505.7867,2018,2019
3818,303097,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868036.0,Fairview Elementary,ALL STUDENTS,Numeracy,4,47,22,344.2727,2018,2019
3819,303098,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868036.0,Fairview Elementary,FEMALE,Numeracy,4,29,13,336.3846,2018,2019
3820,303099,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868036.0,Fairview Elementary,MALE,Numeracy,4,18,9,355.6667,2018,2019
3821,303100,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868036.0,Fairview Elementary,ABORIGINAL,Numeracy,4,14,7,304.4286,2018,2019
3822,303101,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868036.0,Fairview Elementary,NON ABORIGINAL,Numeracy,4,33,15,362.8667,2018,2019
3823,303102,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868036.0,Fairview Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,38,21,346.619,2018,2019
3824,303115,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868041.0,Georgia Avenue Elementary,ALL STUDENTS,Numeracy,4,45,20,386.75,2018,2019
3825,303116,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868041.0,Georgia Avenue Elementary,FEMALE,Numeracy,4,27,14,370.2143,2018,2019
3826,303117,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868041.0,Georgia Avenue Elementary,MALE,Numeracy,4,18,6,425.3333,2018,2019
3827,303118,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868041.0,Georgia Avenue Elementary,ABORIGINAL,Numeracy,4,16,4,374.75,2018,2019
3828,303119,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868041.0,Georgia Avenue Elementary,NON ABORIGINAL,Numeracy,4,29,16,389.75,2018,2019
3829,303120,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868041.0,Georgia Avenue Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,38,20,386.75,2018,2019
3830,303126,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868048.0,Ladysmith Intermediate,ALL STUDENTS,Numeracy,4,64,24,422.5833,2018,2019
3831,303127,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868048.0,Ladysmith Intermediate,FEMALE,Numeracy,4,22,10,398.3,2018,2019
3832,303128,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868048.0,Ladysmith Intermediate,MALE,Numeracy,4,42,14,439.9286,2018,2019
3833,303129,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868048.0,Ladysmith Intermediate,ABORIGINAL,Numeracy,4,20,8,414.875,2018,2019
3834,303130,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868048.0,Ladysmith Intermediate,NON ABORIGINAL,Numeracy,4,44,16,426.4375,2018,2019
3835,303131,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868048.0,Ladysmith Intermediate,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,64,24,422.5833,2018,2019
3836,303132,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868052.0,Mountain View Elementary,ALL STUDENTS,Numeracy,4,40,28,460.3929,2018,2019
3837,303133,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868052.0,Mountain View Elementary,FEMALE,Numeracy,4,22,17,461.3529,2018,2019
3838,303134,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868052.0,Mountain View Elementary,MALE,Numeracy,4,18,11,458.9091,2018,2019
3839,303135,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868052.0,Mountain View Elementary,ABORIGINAL,Numeracy,4,11,6,455.3333,2018,2019
3840,303136,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868052.0,Mountain View Elementary,NON ABORIGINAL,Numeracy,4,29,22,461.7727,2018,2019
3841,303137,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868052.0,Mountain View Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,37,26,471.6154,2018,2019
3842,303148,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868061.0,Park Avenue Elementary,ALL STUDENTS,Numeracy,4,45,37,367.4324,2018,2019
3843,303149,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868061.0,Park Avenue Elementary,FEMALE,Numeracy,4,25,21,401.0952,2018,2019
3844,303150,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868061.0,Park Avenue Elementary,MALE,Numeracy,4,20,16,323.25,2018,2019
3845,303151,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868061.0,Park Avenue Elementary,ABORIGINAL,Numeracy,4,12,9,378.2222,2018,2019
3846,303152,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868061.0,Park Avenue Elementary,NON ABORIGINAL,Numeracy,4,33,28,363.9643,2018,2019
3847,303153,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868061.0,Park Avenue Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,38,33,376.7273,2018,2019
3848,303189,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868323.0,Cinnabar Valley Elementary,ALL STUDENTS,Numeracy,4,39,38,439.6053,2018,2019
3849,303190,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868323.0,Cinnabar Valley Elementary,FEMALE,Numeracy,4,16,16,398.125,2018,2019
3850,303191,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868323.0,Cinnabar Valley Elementary,MALE,Numeracy,4,23,22,469.7727,2018,2019
3851,303192,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868323.0,Cinnabar Valley Elementary,ABORIGINAL,Numeracy,4,10,10,428.8,2018,2019
3852,303193,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868323.0,Cinnabar Valley Elementary,NON ABORIGINAL,Numeracy,4,29,28,443.4643,2018,2019
3853,303194,SCHOOL LEVEL,BC Public School,68.0,Nanaimo-Ladysmith,6868323.0,Cinnabar Valley Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,34,33,444.3333,2018,2019
3854,303238,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070006.0,Alberni Elementary,ALL STUDENTS,Numeracy,4,45,45,476.7778,2018,2019
3855,303239,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070006.0,Alberni Elementary,FEMALE,Numeracy,4,27,27,474.1852,2018,2019
3856,303240,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070006.0,Alberni Elementary,MALE,Numeracy,4,18,18,480.6667,2018,2019
3857,303241,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070006.0,Alberni Elementary,ABORIGINAL,Numeracy,4,12,12,454.3333,2018,2019
3858,303242,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070006.0,Alberni Elementary,NON ABORIGINAL,Numeracy,4,33,33,484.9394,2018,2019
3859,303243,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070006.0,Alberni Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,42,42,474.4524,2018,2019
3860,303249,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070020.0,Maquinna Elementary,ALL STUDENTS,Numeracy,4,46,44,432.0455,2018,2019
3861,303250,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070020.0,Maquinna Elementary,FEMALE,Numeracy,4,23,22,431.5,2018,2019
3862,303251,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070020.0,Maquinna Elementary,MALE,Numeracy,4,23,22,432.5909,2018,2019
3863,303252,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070020.0,Maquinna Elementary,ABORIGINAL,Numeracy,4,14,13,358.5385,2018,2019
3864,303253,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070020.0,Maquinna Elementary,NON ABORIGINAL,Numeracy,4,32,31,462.871,2018,2019
3865,303254,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070020.0,Maquinna Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,39,38,445.5263,2018,2019
3866,303255,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070024.0,Wickaninnish Community School,ALL STUDENTS,Numeracy,4,31,31,467.0645,2018,2019
3867,303256,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070024.0,Wickaninnish Community School,FEMALE,Numeracy,4,15,15,468.9333,2018,2019
3868,303257,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070024.0,Wickaninnish Community School,MALE,Numeracy,4,16,16,465.3125,2018,2019
3869,303258,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070024.0,Wickaninnish Community School,ABORIGINAL,Numeracy,4,11,11,393.7273,2018,2019
3870,303259,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070024.0,Wickaninnish Community School,NON ABORIGINAL,Numeracy,4,20,20,507.4,2018,2019
3871,303260,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070024.0,Wickaninnish Community School,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,25,25,493.44,2018,2019
3872,303265,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070026.0,Ucluelet Elementary,ALL STUDENTS,Numeracy,4,31,31,465.0323,2018,2019
3873,303266,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070026.0,Ucluelet Elementary,FEMALE,Numeracy,4,13,13,490.3077,2018,2019
3874,303267,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070026.0,Ucluelet Elementary,MALE,Numeracy,4,18,18,446.7778,2018,2019
3875,303268,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070026.0,Ucluelet Elementary,ABORIGINAL,Numeracy,4,10,10,438.5,2018,2019
3876,303269,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070026.0,Ucluelet Elementary,NON ABORIGINAL,Numeracy,4,21,21,477.6667,2018,2019
3877,303270,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070026.0,Ucluelet Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,27,27,467.5556,2018,2019
3878,303271,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070028.0,A W Neill Elementary,ALL STUDENTS,Numeracy,4,47,46,420.6739,2018,2019
3879,303272,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070028.0,A W Neill Elementary,FEMALE,Numeracy,4,22,22,433.6818,2018,2019
3880,303273,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070028.0,A W Neill Elementary,MALE,Numeracy,4,25,24,408.75,2018,2019
3881,303274,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070028.0,A W Neill Elementary,ABORIGINAL,Numeracy,4,11,11,409.6364,2018,2019
3882,303275,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070028.0,A W Neill Elementary,NON ABORIGINAL,Numeracy,4,36,35,424.1429,2018,2019
3883,303276,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070028.0,A W Neill Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,44,43,422.3953,2018,2019
3884,303277,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070029.0,Eric J Dunn Elementary,ALL STUDENTS,Numeracy,4,36,34,403.9118,2018,2019
3885,303278,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070029.0,Eric J Dunn Elementary,FEMALE,Numeracy,4,18,17,368.1765,2018,2019
3886,303279,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070029.0,Eric J Dunn Elementary,MALE,Numeracy,4,18,17,439.6471,2018,2019
3887,303280,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070029.0,Eric J Dunn Elementary,ABORIGINAL,Numeracy,4,20,19,369.5789,2018,2019
3888,303281,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070029.0,Eric J Dunn Elementary,NON ABORIGINAL,Numeracy,4,16,15,447.4,2018,2019
3889,303282,SCHOOL LEVEL,BC Public School,70.0,Alberni,7070029.0,Eric J Dunn Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,30,29,415.3448,2018,2019
3890,303293,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171060.0,Arden Elementary,ALL STUDENTS,Numeracy,4,51,43,469.1163,2018,2019
3891,303294,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171060.0,Arden Elementary,FEMALE,Numeracy,4,24,17,479.9412,2018,2019
3892,303295,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171060.0,Arden Elementary,MALE,Numeracy,4,27,26,462.0385,2018,2019
3893,303296,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171060.0,Arden Elementary,ABORIGINAL,Numeracy,4,14,10,480.1,2018,2019
3894,303297,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171060.0,Arden Elementary,NON ABORIGINAL,Numeracy,4,37,33,465.7879,2018,2019
3895,303298,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171060.0,Arden Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,49,41,472.3171,2018,2019
3896,303308,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171071.0,Ecole Puntledge Park Elementary,ALL STUDENTS,Numeracy,4,65,35,472.4286,2018,2019
3897,303309,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171071.0,Ecole Puntledge Park Elementary,FEMALE,Numeracy,4,34,17,463.1765,2018,2019
3898,303310,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171071.0,Ecole Puntledge Park Elementary,MALE,Numeracy,4,31,18,481.1667,2018,2019
3899,303311,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171071.0,Ecole Puntledge Park Elementary,ABORIGINAL,Numeracy,4,11,5,429.0,2018,2019
3900,303312,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171071.0,Ecole Puntledge Park Elementary,NON ABORIGINAL,Numeracy,4,54,30,479.6667,2018,2019
3901,303313,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171071.0,Ecole Puntledge Park Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,64,35,472.4286,2018,2019
3902,303314,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171072.0,Royston Elementary,ALL STUDENTS,Numeracy,4,33,24,485.3333,2018,2019
3903,303315,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171072.0,Royston Elementary,FEMALE,Numeracy,4,18,13,510.5385,2018,2019
3904,303316,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171072.0,Royston Elementary,MALE,Numeracy,4,15,11,455.5455,2018,2019
3905,303317,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171072.0,Royston Elementary,ABORIGINAL,Numeracy,4,11,8,489.375,2018,2019
3906,303318,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171072.0,Royston Elementary,NON ABORIGINAL,Numeracy,4,22,16,483.3125,2018,2019
3907,303319,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171072.0,Royston Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,33,24,485.3333,2018,2019
3908,303343,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171155.0,Aspen Park Elementary,ALL STUDENTS,Numeracy,4,46,31,457.6452,2018,2019
3909,303344,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171155.0,Aspen Park Elementary,FEMALE,Numeracy,4,20,14,510.5,2018,2019
3910,303345,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171155.0,Aspen Park Elementary,MALE,Numeracy,4,26,17,414.1176,2018,2019
3911,303346,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171155.0,Aspen Park Elementary,ABORIGINAL,Numeracy,4,11,8,426.75,2018,2019
3912,303347,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171155.0,Aspen Park Elementary,NON ABORIGINAL,Numeracy,4,35,23,468.3913,2018,2019
3913,303348,SCHOOL LEVEL,BC Public School,71.0,Comox Valley,7171155.0,Aspen Park Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,44,30,451.8333,2018,2019
3914,303359,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272029.0,Cedar Elementary,ALL STUDENTS,Numeracy,4,22,16,309.9375,2018,2019
3915,303360,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272029.0,Cedar Elementary,FEMALE,Numeracy,4,12,10,321.3,2018,2019
3916,303361,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272029.0,Cedar Elementary,MALE,Numeracy,4,10,6,291.0,2018,2019
3917,303362,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272029.0,Cedar Elementary,ABORIGINAL,Numeracy,4,11,7,308.2857,2018,2019
3918,303363,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272029.0,Cedar Elementary,NON ABORIGINAL,Numeracy,4,11,9,311.2222,2018,2019
3919,303364,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272029.0,Cedar Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,14,9,314.7778,2018,2019
3920,303370,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272032.0,Ripple Rock Elementary,ALL STUDENTS,Numeracy,4,54,51,413.4902,2018,2019
3921,303371,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272032.0,Ripple Rock Elementary,FEMALE,Numeracy,4,31,28,427.9286,2018,2019
3922,303372,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272032.0,Ripple Rock Elementary,MALE,Numeracy,4,23,23,395.913,2018,2019
3923,303373,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272032.0,Ripple Rock Elementary,ABORIGINAL,Numeracy,4,28,25,421.88,2018,2019
3924,303374,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272032.0,Ripple Rock Elementary,NON ABORIGINAL,Numeracy,4,26,26,405.4231,2018,2019
3925,303375,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272032.0,Ripple Rock Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,10,9,377.2222,2018,2019
3926,303376,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272032.0,Ripple Rock Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,44,42,421.2619,2018,2019
3927,303377,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272046.0,Georgia Park Elementary,ALL STUDENTS,Numeracy,4,62,58,402.9483,2018,2019
3928,303378,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272046.0,Georgia Park Elementary,FEMALE,Numeracy,4,26,23,417.087,2018,2019
3929,303379,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272046.0,Georgia Park Elementary,MALE,Numeracy,4,36,35,393.6571,2018,2019
3930,303380,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272046.0,Georgia Park Elementary,ABORIGINAL,Numeracy,4,11,11,333.7273,2018,2019
3931,303381,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272046.0,Georgia Park Elementary,NON ABORIGINAL,Numeracy,4,51,47,419.1489,2018,2019
3932,303382,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272046.0,Georgia Park Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,56,52,412.5962,2018,2019
3933,303388,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272065.0,Pinecrest Elementary,ALL STUDENTS,Numeracy,4,54,51,499.6667,2018,2019
3934,303389,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272065.0,Pinecrest Elementary,FEMALE,Numeracy,4,31,30,477.6667,2018,2019
3935,303390,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272065.0,Pinecrest Elementary,MALE,Numeracy,4,23,21,531.0952,2018,2019
3936,303391,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272065.0,Pinecrest Elementary,ABORIGINAL,Numeracy,4,16,14,453.8571,2018,2019
3937,303392,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272065.0,Pinecrest Elementary,NON ABORIGINAL,Numeracy,4,38,37,517.0,2018,2019
3938,303393,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272065.0,Pinecrest Elementary,ENGLISH LANGUAGE LEARNER,Numeracy,4,11,9,465.4444,2018,2019
3939,303394,SCHOOL LEVEL,BC Public School,72.0,Campbell River,7272065.0,Pinecrest Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,43,42,507.0,2018,2019
3940,303419,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324004.0,Haldane Elementary,ALL STUDENTS,Numeracy,4,42,39,403.1538,2018,2019
3941,303420,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324004.0,Haldane Elementary,FEMALE,Numeracy,4,19,17,391.8235,2018,2019
3942,303421,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324004.0,Haldane Elementary,MALE,Numeracy,4,23,22,411.9091,2018,2019
3943,303422,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324004.0,Haldane Elementary,ABORIGINAL,Numeracy,4,23,21,367.9048,2018,2019
3944,303423,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324004.0,Haldane Elementary,NON ABORIGINAL,Numeracy,4,19,18,444.2778,2018,2019
3945,303424,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324004.0,Haldane Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,42,39,403.1538,2018,2019
3946,303435,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324014.0,Kamloops School of the Arts,ALL STUDENTS,Numeracy,4,41,40,448.075,2018,2019
3947,303436,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324014.0,Kamloops School of the Arts,FEMALE,Numeracy,4,27,26,456.2308,2018,2019
3948,303437,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324014.0,Kamloops School of the Arts,MALE,Numeracy,4,14,14,432.9286,2018,2019
3949,303438,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324014.0,Kamloops School of the Arts,ABORIGINAL,Numeracy,4,12,11,441.3636,2018,2019
3950,303439,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324014.0,Kamloops School of the Arts,NON ABORIGINAL,Numeracy,4,29,29,450.6207,2018,2019
3951,303440,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324014.0,Kamloops School of the Arts,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,40,39,449.9744,2018,2019
3952,303461,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324036.0,Arthur Hatton Elementary,ALL STUDENTS,Numeracy,4,45,42,404.1667,2018,2019
3953,303462,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324036.0,Arthur Hatton Elementary,FEMALE,Numeracy,4,22,21,406.2857,2018,2019
3954,303463,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324036.0,Arthur Hatton Elementary,MALE,Numeracy,4,23,21,402.0476,2018,2019
3955,303464,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324036.0,Arthur Hatton Elementary,ABORIGINAL,Numeracy,4,21,21,385.9048,2018,2019
3956,303465,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324036.0,Arthur Hatton Elementary,NON ABORIGINAL,Numeracy,4,24,21,422.4286,2018,2019
3957,303466,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324036.0,Arthur Hatton Elementary,NON ENGLISH LANGUAGE LEARNER,Numeracy,4,41,38,406.2368,2018,2019
3958,303467,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324039.0,A E Perry Elementary,ALL STUDENTS,Numeracy,4,58,55,429.7636,2018,2019
3959,303468,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324039.0,A E Perry Elementary,FEMALE,Numeracy,4,29,28,426.4286,2018,2019
3960,303469,SCHOOL LEVEL,BC Public School,73.0,Kamloops/Thompson,7324039.0,A E Perry Elementary,MALE,Numeracy,4,29,27,433.2222,2018,2019
